128487, 128, 4, 0
114612, 128, 8, 0
116802, 128, 16, 0
116534, 128, 32, 0
230101, 256, 4, 0
224515, 256, 8, 0
229557, 256, 16, 0
233036, 256, 32, 0
459473, 512, 4, 0
464423, 512, 8, 0
462741, 512, 16, 0
466273, 512, 32, 0
1826826, 2048, 4, 0
1821055, 2048, 8, 0
1833678, 2048, 16, 0
1893653, 2048, 32, 0
30137407, 32768, 4, 0
30621869, 32768, 8, 0
31054618, 32768, 16, 0
31288588, 32768, 32, 0
120070, 128, 4, 1
119233, 128, 8, 1
120159, 128, 16, 1
120475, 128, 32, 1
239821, 256, 4, 1
238493, 256, 8, 1
238804, 256, 16, 1
241239, 256, 32, 1
478699, 512, 4, 1
476603, 512, 8, 1
478270, 512, 16, 1
490289, 512, 32, 1
1918211, 2048, 4, 1
1911536, 2048, 8, 1
1920129, 2048, 16, 1
1929380, 2048, 32, 1
30748680, 32768, 4, 1
30951885, 32768, 8, 1
30755713, 32768, 16, 1
31106062, 32768, 32, 1
120409, 128, 4, 2
119729, 128, 8, 2
119732, 128, 16, 2
120519, 128, 32, 2
239426, 256, 4, 2
239252, 256, 8, 2
239454, 256, 16, 2
240343, 256, 32, 2
478474, 512, 4, 2
477556, 512, 8, 2
479177, 512, 16, 2
483271, 512, 32, 2
1935014, 2048, 4, 2
1930685, 2048, 8, 2
1918739, 2048, 16, 2
1928976, 2048, 32, 2
30798295, 32768, 4, 2
30882891, 32768, 8, 2
30717819, 32768, 16, 2
30909651, 32768, 32, 2
118468, 128, 4, 3
117493, 128, 8, 3
118134, 128, 16, 3
119135, 128, 32, 3
236284, 256, 4, 3
234186, 256, 8, 3
234851, 256, 16, 3
236067, 256, 32, 3
472044, 512, 4, 3
468910, 512, 8, 3
469739, 512, 16, 3
485291, 512, 32, 3
1905965, 2048, 4, 3
1894146, 2048, 8, 3
1891412, 2048, 16, 3
1896327, 2048, 32, 3
30131640, 32768, 4, 3
30042805, 32768, 8, 3
30145719, 32768, 16, 3
30764424, 32768, 32, 3
117509, 128, 4, 4
117898, 128, 8, 4
117865, 128, 16, 4
120078, 128, 32, 4
235267, 256, 4, 4
235499, 256, 8, 4
236016, 256, 16, 4
237668, 256, 32, 4
474738, 512, 4, 4
480669, 512, 8, 4
472284, 512, 16, 4
478327, 512, 32, 4
1892445, 2048, 4, 4
1913767, 2048, 8, 4
1908685, 2048, 16, 4
1903491, 2048, 32, 4
30131938, 32768, 4, 4
30027466, 32768, 8, 4
30206268, 32768, 16, 4
30433367, 32768, 32, 4
