5688, 128, 4, 0
10057, 128, 8, 0
16790, 128, 16, 0
28595, 128, 32, 0
8558, 256, 4, 0
15183, 256, 8, 0
26116, 256, 16, 0
45221, 256, 32, 0
13888, 512, 4, 0
24986, 512, 8, 0
45544, 512, 16, 0
89797, 512, 32, 0
55203, 2048, 4, 0
90245, 2048, 8, 0
175983, 2048, 16, 0
325115, 2048, 32, 0
783789, 32768, 4, 0
1391852, 32768, 8, 0
2614572, 32768, 16, 0
5053605, 32768, 32, 0
3097, 128, 4, 1
5472, 128, 8, 1
10234, 128, 16, 1
20011, 128, 32, 1
6163, 256, 4, 1
10889, 256, 8, 1
20870, 256, 16, 1
40844, 256, 32, 1
12350, 512, 4, 1
22062, 512, 8, 1
41881, 512, 16, 1
79440, 512, 32, 1
49283, 2048, 4, 1
87547, 2048, 8, 1
164170, 2048, 16, 1
316874, 2048, 32, 1
786920, 32768, 4, 1
1397069, 32768, 8, 1
2627648, 32768, 16, 1
5112183, 32768, 32, 1
3100, 128, 4, 2
5464, 128, 8, 2
10244, 128, 16, 2
20161, 128, 32, 2
6371, 256, 4, 2
10872, 256, 8, 2
20890, 256, 16, 2
41179, 256, 32, 2
12350, 512, 4, 2
21743, 512, 8, 2
41191, 512, 16, 2
79418, 512, 32, 2
49463, 2048, 4, 2
87472, 2048, 8, 2
164462, 2048, 16, 2
317033, 2048, 32, 2
786826, 32768, 4, 2
1396151, 32768, 8, 2
2626920, 32768, 16, 2
5115320, 32768, 32, 2
3094, 128, 4, 3
5487, 128, 8, 3
10311, 128, 16, 3
20765, 128, 32, 3
6246, 256, 4, 3
10899, 256, 8, 3
21299, 256, 16, 3
40624, 256, 32, 3
12387, 512, 4, 3
21977, 512, 8, 3
42463, 512, 16, 3
79568, 512, 32, 3
49416, 2048, 4, 3
87604, 2048, 8, 3
164114, 2048, 16, 3
317207, 2048, 32, 3
786360, 32768, 4, 3
1396253, 32768, 8, 3
2626883, 32768, 16, 3
5112359, 32768, 32, 3
3174, 128, 4, 4
5463, 128, 8, 4
10701, 128, 16, 4
20915, 128, 32, 4
6473, 256, 4, 4
10976, 256, 8, 4
21689, 256, 16, 4
41106, 256, 32, 4
12239, 512, 4, 4
21847, 512, 8, 4
41592, 512, 16, 4
79628, 512, 32, 4
49349, 2048, 4, 4
87976, 2048, 8, 4
164233, 2048, 16, 4
317198, 2048, 32, 4
785767, 32768, 4, 4
1395826, 32768, 8, 4
2626319, 32768, 16, 4
5110885, 32768, 32, 4
